,Unnamed: 0_x,id,firstname,lastname,age,nationality,height,weight,injured,teamID,teamname,appearences,lineups,minutes,position,rating,captain,subIn,subOut,bench,totalShots,shotsOn,totalGoals,goalsConceded,goalAssists,goalSaves,totalPasses,keyPasses,passAccuracy,totalTackles,blocks,interceptions,duelsTotal,duelsWon,dribbleAttempts,dribblesSuccess,dribblesPast,foulsDrawn,foulsCommitted,cardsYel,cardsYelRed,cardsRed,penaltyWon,penaltyCommited,penaltyScored,penaltyMissed,penaltySaved,season,Unnamed: 0_y,name,Unnamed: 0,Standings,Played,Wins,Draw,Lost,GoalsFor,GoalsAgainst,GoalDifference,Points
7198,521,186,Heung-Min,Son,30.0,Korea Republic,183 cm,78 kg,False,47,TottenhamHotspur,28.0,13.0,1104.0,Midfielder,6.616666,False,15.0,12.0,17.0,34.0,13.0,4.0,0.0,1.0,,382.0,18.0,64.0,27.0,1.0,12.0,178.0,63.0,32.0,17.0,,11.0,12.0,0.0,0.0,0.0,,,0.0,0.0,,15/16,42,Riyad Mahrez,102.0,3.0,38.0,19.0,13.0,6.0,69.0,35.0,34.0,70.0
7199,522,409,Nabil,Bentaleb,28.0,Algeria,187 cm,78 kg,False,47,TottenhamHotspur,5.0,2.0,168.0,Midfielder,6.6,False,3.0,1.0,9.0,3.0,2.0,0.0,0.0,,,97.0,2.0,19.0,2.0,2.0,2.0,16.0,8.0,2.0,1.0,,0.0,3.0,1.0,0.0,0.0,,,0.0,0.0,,15/16,42,Riyad Mahrez,102.0,3.0,38.0,19.0,13.0,6.0,69.0,35.0,34.0,70.0
7200,523,649,Jason Grégory Marianne,Denayer,27.0,Belgium,184 cm,70 kg,False,50,ManchesterCity,0.0,0.0,0.0,Defender,,False,0.0,0.0,2.0,,,0.0,0.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,0.0,0.0,,15/16,42,Riyad Mahrez,103.0,4.0,38.0,19.0,9.0,10.0,71.0,41.0,30.0,66.0
7201,524,671,Bertrand Isidore,Traoré,27.0,Burkina Faso,181 cm,73 kg,False,49,Chelsea,10.0,4.0,373.0,Attacker,7.05,False,6.0,4.0,19.0,17.0,6.0,2.0,0.0,1.0,,113.0,5.0,82.0,9.0,1.0,2.0,50.0,26.0,11.0,9.0,,4.0,3.0,0.0,0.0,0.0,,,0.0,0.0,,15/16,42,Riyad Mahrez,109.0,10.0,38.0,12.0,14.0,12.0,59.0,53.0,6.0,50.0
7202,525,1452,Mohamed Naser,Elsayed Elneny,30.0,Egypt,180 cm,70 kg,False,42,Arsenal,11.0,9.0,794.0,Midfielder,6.9,False,2.0,4.0,6.0,13.0,2.0,0.0,,1.0,,685.0,3.0,92.0,10.0,3.0,16.0,65.0,30.0,5.0,4.0,,11.0,9.0,3.0,0.0,0.0,,,0.0,0.0,,15/16,42,Riyad Mahrez,101.0,2.0,38.0,20.0,11.0,7.0,65.0,36.0,29.0,71.0
7203,526,1912,Dimitri,Payet,35.0,France,175 cm,77 kg,False,48,WestHamUnited,30.0,29.0,2573.0,Midfielder,7.67,False,1.0,6.0,1.0,62.0,28.0,9.0,0.0,12.0,,1113.0,119.0,57.0,24.0,0.0,23.0,280.0,132.0,118.0,67.0,,39.0,13.0,3.0,0.0,0.0,,,0.0,0.0,,15/16,42,Riyad Mahrez,106.0,7.0,38.0,16.0,14.0,8.0,65.0,51.0,14.0,62.0
7204,527,2675,José Miguel,da Rocha Fonte,39.0,Portugal,187 cm,81 kg,False,41,Southampton,37.0,37.0,3169.0,Defender,7.086486,False,0.0,3.0,0.0,19.0,8.0,2.0,0.0,1.0,,1457.0,7.0,69.0,53.0,32.0,80.0,239.0,154.0,2.0,2.0,,11.0,21.0,4.0,0.0,1.0,,,0.0,0.0,,15/16,42,Riyad Mahrez,105.0,6.0,38.0,18.0,9.0,11.0,59.0,41.0,18.0,63.0
7205,528,2771,Temitayo Olufisayo Olaoluwa,Aina,26.0,Nigeria,184 cm,82 kg,False,49,Chelsea,0.0,0.0,0.0,Defender,,False,0.0,0.0,1.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,15/16,42,Riyad Mahrez,109.0,10.0,38.0,12.0,14.0,12.0,59.0,53.0,6.0,50.0
7206,529,2778,Kelechi Promise,Ịheanachọ,26.0,Nigeria,185 cm,82 kg,False,50,ManchesterCity,26.0,7.0,752.0,Attacker,6.895453999999999,False,19.0,5.0,28.0,27.0,12.0,8.0,0.0,1.0,,273.0,14.0,52.0,14.0,0.0,3.0,162.0,46.0,18.0,13.0,,5.0,17.0,1.0,0.0,0.0,2.0,,0.0,0.0,,15/16,42,Riyad Mahrez,103.0,4.0,38.0,19.0,9.0,10.0,71.0,41.0,30.0,66.0
7207,530,3244,Max-Alain,Gradel,35.0,Côte d'Ivoire,175 cm,70 kg,False,35,Bournemouth,14.0,11.0,899.0,Midfielder,6.6,False,3.0,11.0,3.0,15.0,6.0,1.0,0.0,2.0,,237.0,10.0,57.0,23.0,1.0,13.0,153.0,73.0,49.0,19.0,,26.0,11.0,1.0,0.0,0.0,,,0.0,0.0,,15/16,42,Riyad Mahrez,115.0,16.0,38.0,11.0,9.0,18.0,45.0,67.0,-22.0,42.0
7208,531,3247,Wilfried,Zaha,30.0,Côte d'Ivoire,180 cm,66 kg,False,52,CrystalPalace,34.0,30.0,2496.0,Attacker,6.6647050000000005,False,4.0,12.0,4.0,29.0,9.0,2.0,0.0,1.0,,458.0,41.0,49.0,46.0,0.0,26.0,543.0,272.0,244.0,127.0,,90.0,40.0,5.0,0.0,0.0,1.0,,0.0,0.0,,15/16,42,Riyad Mahrez,114.0,15.0,38.0,11.0,9.0,18.0,39.0,51.0,-12.0,42.0
7209,532,3333,Massadio,Haïdara,30.0,Mali,179 cm,76 kg,False,34,NewcastleUnited,7.0,6.0,555.0,Defender,6.685714,False,1.0,1.0,3.0,2.0,,0.0,0.0,,,230.0,2.0,26.0,12.0,3.0,19.0,62.0,34.0,7.0,5.0,,10.0,9.0,1.0,0.0,0.0,,,0.0,0.0,,15/16,42,Riyad Mahrez,117.0,18.0,38.0,9.0,10.0,19.0,44.0,65.0,-21.0,37.0
7210,533,12709,Guangtai,Jiang,28.0,China PR,180 cm,76 kg,False,45,Everton,5.0,3.0,299.0,Defender,6.6,False,2.0,1.0,5.0,1.0,,0.0,0.0,,,92.0,2.0,15.0,9.0,,6.0,24.0,14.0,,,,2.0,4.0,1.0,0.0,0.0,,,0.0,0.0,,15/16,42,Riyad Mahrez,110.0,11.0,38.0,11.0,14.0,13.0,59.0,55.0,4.0,47.0
7211,534,12975,Odion Jude,Ighalo,33.0,Nigeria,188 cm,73 kg,False,38,Watford,37.0,36.0,3153.0,Attacker,7.016216,False,1.0,8.0,1.0,101.0,48.0,15.0,0.0,3.0,,608.0,37.0,53.0,27.0,2.0,15.0,416.0,152.0,98.0,49.0,,56.0,47.0,4.0,0.0,0.0,2.0,,0.0,0.0,,15/16,42,Riyad Mahrez,112.0,13.0,38.0,12.0,9.0,17.0,40.0,50.0,-10.0,45.0
7212,535,18842,Mamadou,Sakho,32.0,France,187 cm,83 kg,False,40,Liverpool,22.0,21.0,1855.0,Defender,7.109089999999999,False,1.0,2.0,4.0,6.0,1.0,1.0,0.0,,,1138.0,4.0,73.0,30.0,22.0,37.0,191.0,123.0,9.0,8.0,,14.0,9.0,1.0,0.0,0.0,,,0.0,0.0,,15/16,42,Riyad Mahrez,107.0,8.0,38.0,16.0,12.0,10.0,63.0,50.0,13.0,60.0
7213,536,18944,Maya,Yoshida,34.0,Japan,189 cm,78 kg,False,41,Southampton,20.0,10.0,1012.0,Defender,6.710526,False,10.0,2.0,27.0,2.0,2.0,1.0,0.0,,,446.0,0.0,47.0,13.0,9.0,33.0,69.0,40.0,1.0,0.0,,7.0,7.0,0.0,0.0,0.0,,,0.0,0.0,,15/16,42,Riyad Mahrez,105.0,6.0,38.0,18.0,9.0,11.0,59.0,41.0,18.0,63.0
7214,537,21152,Jeff,Reine-Adélaïde,24.0,France,183 cm,75 kg,False,42,Arsenal,0.0,0.0,0.0,Midfielder,,False,0.0,0.0,6.0,,,0.0,0.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,0.0,0.0,,15/16,42,Riyad Mahrez,101.0,2.0,38.0,20.0,11.0,7.0,65.0,36.0,29.0,71.0
7215,538,51146,Vito,Mannone,34.0,Italy,191 cm,73 kg,False,746,Sunderland,19.0,19.0,1710.0,Goalkeeper,6.9736839999999995,False,0.0,0.0,19.0,0.0,0.0,0.0,23.0,,74.0,240.0,0.0,37.0,,0.0,0.0,13.0,10.0,0.0,0.0,,4.0,0.0,2.0,0.0,0.0,,,0.0,0.0,0.0,15/16,42,Riyad Mahrez,116.0,17.0,38.0,9.0,12.0,17.0,48.0,62.0,-14.0,39.0
7216,539,93671,Pedro,Chirivella Burgos,25.0,Spain,178 cm,66 kg,False,40,Liverpool,1.0,1.0,46.0,Midfielder,6.0,False,0.0,1.0,2.0,0.0,0.0,0.0,,,,24.0,0.0,72.0,,0.0,0.0,2.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,15/16,42,Riyad Mahrez,107.0,8.0,38.0,16.0,12.0,10.0,63.0,50.0,13.0,60.0
7217,540,300,Georginio Gregion Emile,Wijnaldum,32.0,Netherlands,175 cm,69 kg,False,34,NewcastleUnited,38.0,36.0,3168.0,Midfielder,6.9368419999999995,False,2.0,7.0,2.0,51.0,29.0,11.0,0.0,5.0,,1130.0,48.0,65.0,38.0,6.0,27.0,341.0,164.0,83.0,50.0,,51.0,16.0,1.0,0.0,0.0,,,1.0,0.0,,15/16,42,Riyad Mahrez,117.0,18.0,38.0,9.0,10.0,19.0,44.0,65.0,-21.0,37.0
7218,541,304,Sadio,Mané,30.0,Senegal,175 cm,69 kg,False,41,Southampton,37.0,30.0,2606.0,Attacker,7.113513,False,7.0,15.0,8.0,77.0,34.0,11.0,0.0,6.0,,844.0,41.0,60.0,54.0,2.0,35.0,452.0,226.0,140.0,77.0,,69.0,44.0,5.0,1.0,1.0,1.0,,0.0,1.0,,15/16,42,Riyad Mahrez,105.0,6.0,38.0,18.0,9.0,11.0,59.0,41.0,18.0,63.0
7219,542,375,Chancel,Mbemba Mangulu,28.0,Congo DR,182 cm,81 kg,False,34,NewcastleUnited,33.0,33.0,2924.0,Defender,6.939392999999999,False,0.0,1.0,0.0,9.0,2.0,0.0,0.0,,,973.0,4.0,54.0,77.0,25.0,96.0,269.0,157.0,30.0,20.0,,12.0,21.0,5.0,0.0,0.0,,1.0,0.0,0.0,,15/16,42,Riyad Mahrez,117.0,18.0,38.0,9.0,10.0,19.0,44.0,65.0,-21.0,37.0
7220,543,898,Ander,Herrera Agüera,33.0,Spain,182 cm,71 kg,False,33,ManchesterUnited,27.0,17.0,1533.0,Midfielder,6.938461,False,10.0,11.0,15.0,22.0,6.0,3.0,0.0,2.0,,974.0,22.0,68.0,56.0,6.0,24.0,213.0,103.0,30.0,19.0,,21.0,28.0,4.0,0.0,0.0,,,1.0,0.0,,15/16,42,Riyad Mahrez,104.0,5.0,38.0,19.0,9.0,10.0,49.0,35.0,14.0,66.0
7221,544,1432,Yannick,Bolasie Yala,33.0,Congo DR,188 cm,84 kg,False,52,CrystalPalace,26.0,23.0,2076.0,Attacker,6.815384,False,3.0,4.0,3.0,51.0,26.0,5.0,0.0,3.0,,422.0,24.0,46.0,26.0,6.0,10.0,345.0,153.0,142.0,75.0,,33.0,25.0,2.0,0.0,0.0,,,0.0,0.0,,15/16,42,Riyad Mahrez,114.0,15.0,38.0,11.0,9.0,18.0,39.0,51.0,-12.0,42.0
7222,545,1441,Carl,Jenkinson,30.0,England,185 cm,77 kg,False,48,WestHamUnited,20.0,13.0,1224.0,Defender,6.452630999999999,False,7.0,2.0,8.0,6.0,3.0,2.0,0.0,,,461.0,6.0,46.0,24.0,5.0,20.0,103.0,48.0,18.0,7.0,,4.0,13.0,3.0,0.0,1.0,,1.0,0.0,0.0,,15/16,42,Riyad Mahrez,106.0,7.0,38.0,16.0,14.0,8.0,65.0,51.0,14.0,62.0
7223,546,2990,Idrissa Gana,Gueye,33.0,Senegal,174 cm,66 kg,False,66,AstonVilla,35.0,35.0,3076.0,Midfielder,7.285714,False,0.0,5.0,0.0,29.0,4.0,0.0,0.0,1.0,,1677.0,28.0,74.0,144.0,6.0,141.0,494.0,295.0,109.0,69.0,,51.0,68.0,10.0,0.0,0.0,,,0.0,0.0,,15/16,42,Riyad Mahrez,119.0,20.0,38.0,3.0,8.0,27.0,27.0,76.0,-49.0,17.0
7224,547,2991,Cheikhou,Kouyaté,33.0,Senegal,189 cm,83 kg,False,48,WestHamUnited,34.0,34.0,3010.0,Midfielder,7.082352,False,0.0,3.0,0.0,40.0,18.0,5.0,0.0,2.0,,1085.0,21.0,61.0,95.0,13.0,77.0,434.0,248.0,45.0,29.0,,40.0,36.0,5.0,0.0,1.0,1.0,,0.0,0.0,,15/16,42,Riyad Mahrez,106.0,7.0,38.0,16.0,14.0,8.0,65.0,51.0,14.0,62.0
7225,548,3421,Daniel,Amartey,28.0,Ghana,186 cm,79 kg,False,46,LeicesterCity,5.0,1.0,101.0,Defender,6.575,False,4.0,1.0,11.0,1.0,1.0,0.0,,,,54.0,1.0,72.0,1.0,0.0,2.0,10.0,4.0,2.0,1.0,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,15/16,42,Riyad Mahrez,100.0,1.0,38.0,23.0,12.0,3.0,68.0,36.0,32.0,81.0
7226,549,3428,Jordan,Ayew,31.0,Ghana,182 cm,80 kg,False,66,AstonVilla,30.0,27.0,2353.0,Attacker,6.756666,False,3.0,7.0,7.0,55.0,21.0,7.0,0.0,,,681.0,18.0,63.0,40.0,2.0,23.0,534.0,214.0,170.0,75.0,,38.0,48.0,6.0,0.0,1.0,,,1.0,0.0,,15/16,42,Riyad Mahrez,119.0,20.0,38.0,3.0,8.0,27.0,27.0,76.0,-49.0,17.0
7227,550,18798,Adrian Joseph,Mariappa,36.0,Jamaica,180 cm,78 kg,False,52,CrystalPalace,3.0,3.0,256.0,Defender,6.466666,False,0.0,1.0,13.0,0.0,0.0,0.0,0.0,,,106.0,0.0,67.0,4.0,1.0,10.0,27.0,15.0,3.0,3.0,,3.0,3.0,0.0,0.0,0.0,,1.0,0.0,0.0,,15/16,42,Riyad Mahrez,114.0,15.0,38.0,11.0,9.0,18.0,39.0,51.0,-12.0,42.0
7228,551,18856,Bakary,Sako,34.0,Mali,183 cm,85 kg,False,52,CrystalPalace,20.0,11.0,1069.0,Attacker,6.631578,False,9.0,8.0,12.0,28.0,15.0,2.0,0.0,1.0,,308.0,10.0,53.0,18.0,4.0,14.0,151.0,58.0,35.0,20.0,,12.0,13.0,1.0,0.0,0.0,,,0.0,0.0,,15/16,42,Riyad Mahrez,114.0,15.0,38.0,11.0,9.0,18.0,39.0,51.0,-12.0,42.0
7229,552,19400,Gary,Hooper,34.0,England,175 cm,71 kg,False,71,NorwichCity,2.0,0.0,11.0,Attacker,6.2,False,2.0,0.0,4.0,1.0,,0.0,0.0,,,5.0,,4.0,,,,1.0,1.0,,,,1.0,,0.0,0.0,0.0,,,0.0,0.0,,15/16,42,Riyad Mahrez,118.0,19.0,38.0,9.0,7.0,22.0,39.0,67.0,-28.0,34.0
7230,553,22085,Mathieu,Debuchy,37.0,France,176 cm,76 kg,False,42,Arsenal,2.0,2.0,144.0,Defender,6.75,False,0.0,2.0,15.0,,,0.0,0.0,,,79.0,1.0,29.0,9.0,,3.0,27.0,17.0,1.0,1.0,,1.0,3.0,0.0,0.0,0.0,,,0.0,0.0,,15/16,42,Riyad Mahrez,101.0,2.0,38.0,20.0,11.0,7.0,65.0,36.0,29.0,71.0
7231,554,22102,Wahbi,Khazri,31.0,Tunisia,182 cm,76 kg,False,746,Sunderland,14.0,13.0,1077.0,Attacker,6.685714,False,1.0,7.0,2.0,24.0,5.0,2.0,,1.0,,241.0,27.0,71.0,27.0,0.0,14.0,174.0,64.0,42.0,21.0,,12.0,18.0,3.0,0.0,0.0,,,0.0,0.0,,15/16,42,Riyad Mahrez,116.0,17.0,38.0,9.0,12.0,17.0,48.0,62.0,-14.0,39.0
7232,555,30968,Alessandro,Diamanti,39.0,Italy,180 cm,75 kg,False,38,Watford,3.0,0.0,64.0,Midfielder,7.0,False,3.0,0.0,16.0,1.0,,0.0,0.0,,,51.0,2.0,12.0,3.0,,1.0,12.0,7.0,2.0,1.0,,3.0,1.0,0.0,0.0,0.0,,,0.0,0.0,,15/16,42,Riyad Mahrez,112.0,13.0,38.0,12.0,9.0,17.0,40.0,50.0,-10.0,45.0
7233,556,34739,Jordon,Mutch,31.0,England,188 cm,82 kg,False,52,CrystalPalace,20.0,7.0,794.0,Midfielder,6.67,False,13.0,4.0,21.0,15.0,2.0,0.0,0.0,,,253.0,7.0,59.0,18.0,1.0,15.0,105.0,49.0,13.0,11.0,,10.0,11.0,0.0,0.0,0.0,,,0.0,0.0,,15/16,42,Riyad Mahrez,114.0,15.0,38.0,11.0,9.0,18.0,39.0,51.0,-12.0,42.0
7234,557,44995,Jordan Thomas,Holmes,25.0,Australia,190 cm,85 kg,False,35,Bournemouth,0.0,0.0,0.0,Goalkeeper,,False,0.0,0.0,1.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,15/16,42,Riyad Mahrez,115.0,16.0,38.0,11.0,9.0,18.0,45.0,67.0,-22.0,42.0
7235,558,49931,Steven Roy,Caulker,31.0,Sierra Leone,191 cm,76 kg,False,40,Liverpool,3.0,0.0,2.0,Defender,,False,3.0,0.0,4.0,1.0,0.0,0.0,,,,4.0,0.0,50.0,,0.0,0.0,5.0,3.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,15/16,42,Riyad Mahrez,107.0,8.0,38.0,16.0,12.0,10.0,63.0,50.0,13.0,60.0
7236,559,90498,Eliaquim,Mangala,31.0,France,188 cm,84 kg,False,50,ManchesterCity,23.0,23.0,2011.0,Defender,6.856521000000001,False,0.0,2.0,5.0,7.0,1.0,0.0,0.0,,,923.0,0.0,66.0,32.0,7.0,66.0,160.0,84.0,6.0,5.0,,6.0,36.0,8.0,0.0,0.0,,,0.0,0.0,,15/16,42,Riyad Mahrez,103.0,4.0,38.0,19.0,9.0,10.0,71.0,41.0,30.0,66.0
7237,560,308,Daniel Andre,Sturridge,33.0,England,188 cm,76 kg,False,40,Liverpool,14.0,11.0,980.0,Attacker,7.15,False,3.0,5.0,7.0,44.0,23.0,8.0,0.0,1.0,,268.0,7.0,66.0,3.0,0.0,3.0,103.0,33.0,21.0,13.0,,12.0,2.0,0.0,0.0,0.0,,,0.0,0.0,,15/16,42,Riyad Mahrez,107.0,8.0,38.0,16.0,12.0,10.0,63.0,50.0,13.0,60.0
7238,561,1459,Aaron James,Ramsey,32.0,Wales,178 cm,76 kg,False,42,Arsenal,31.0,29.0,2623.0,Midfielder,7.1,False,2.0,2.0,3.0,58.0,21.0,5.0,0.0,4.0,,1947.0,39.0,75.0,78.0,11.0,57.0,419.0,190.0,65.0,39.0,,47.0,47.0,4.0,0.0,0.0,,,0.0,0.0,,15/16,42,Riyad Mahrez,101.0,2.0,38.0,20.0,11.0,7.0,65.0,36.0,29.0,71.0
7239,562,1749,Steven,Davis,37.0,Northern Ireland,173 cm,70 kg,False,41,Southampton,34.0,31.0,2612.0,Midfielder,7.041175999999999,False,3.0,14.0,3.0,19.0,9.0,5.0,0.0,3.0,,1344.0,54.0,64.0,56.0,10.0,42.0,254.0,106.0,25.0,20.0,,18.0,19.0,4.0,0.0,0.0,,,0.0,0.0,,15/16,42,Riyad Mahrez,105.0,6.0,38.0,18.0,9.0,11.0,59.0,41.0,18.0,63.0
7240,563,1756,Ryan,Kent,26.0,England,172 cm,65 kg,False,40,Liverpool,0.0,0.0,0.0,Attacker,,False,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,15/16,42,Riyad Mahrez,107.0,8.0,38.0,16.0,12.0,10.0,63.0,50.0,13.0,60.0
7241,564,2905,Chung-Yong,Lee,34.0,Korea Republic,180 cm,70 kg,False,52,CrystalPalace,13.0,4.0,385.0,Midfielder,6.763636,False,9.0,4.0,21.0,5.0,2.0,1.0,0.0,,,154.0,7.0,65.0,15.0,0.0,6.0,66.0,34.0,10.0,8.0,,6.0,4.0,0.0,0.0,0.0,,,0.0,0.0,,15/16,42,Riyad Mahrez,114.0,15.0,38.0,11.0,9.0,18.0,39.0,51.0,-12.0,42.0
7242,565,8465,Dieudonné,Mbokani Bezua,37.0,Congo DR,185 cm,79 kg,False,71,NorwichCity,29.0,15.0,1586.0,Attacker,6.921428,False,14.0,5.0,17.0,36.0,20.0,7.0,0.0,1.0,,354.0,25.0,52.0,11.0,1.0,3.0,418.0,194.0,32.0,22.0,,45.0,17.0,0.0,0.0,0.0,,,0.0,0.0,,15/16,42,Riyad Mahrez,118.0,19.0,38.0,9.0,7.0,22.0,39.0,67.0,-28.0,34.0
7243,566,8552,Gabriele,Angella,33.0,Italy,193 cm,79 kg,False,38,Watford,0.0,0.0,0.0,Defender,,False,0.0,0.0,2.0,,,0.0,0.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,0.0,0.0,,15/16,42,Riyad Mahrez,112.0,13.0,38.0,12.0,9.0,17.0,40.0,50.0,-10.0,45.0
7244,567,18859,Artur,Boruc,42.0,Poland,193 cm,87 kg,False,35,Bournemouth,32.0,32.0,2880.0,Goalkeeper,6.584375,False,0.0,0.0,1.0,0.0,0.0,0.0,51.0,,76.0,511.0,1.0,41.0,,0.0,0.0,7.0,5.0,1.0,1.0,,1.0,1.0,2.0,0.0,0.0,,,0.0,0.0,1.0,15/16,42,Riyad Mahrez,115.0,16.0,38.0,11.0,9.0,18.0,45.0,67.0,-22.0,42.0
7245,568,18868,Jack Benjamin,Simpson,26.0,England,190 cm,83 kg,False,35,Bournemouth,0.0,0.0,0.0,Defender,,False,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,15/16,42,Riyad Mahrez,115.0,16.0,38.0,11.0,9.0,18.0,45.0,67.0,-22.0,42.0
7246,569,18900,Sung-Yeung,Ki,33.0,Korea Republic,189 cm,75 kg,False,76,SwanseaCity,28.0,21.0,1851.0,Midfielder,6.942857000000001,False,7.0,8.0,11.0,22.0,7.0,2.0,0.0,1.0,,1106.0,23.0,71.0,32.0,4.0,28.0,168.0,84.0,14.0,11.0,,25.0,19.0,4.0,0.0,0.0,,,0.0,0.0,,15/16,42,Riyad Mahrez,111.0,12.0,38.0,12.0,11.0,15.0,42.0,52.0,-10.0,47.0
7247,570,19210,Andre,Wisdom,29.0,England,186 cm,,False,71,NorwichCity,10.0,9.0,824.0,Defender,6.56,False,1.0,1.0,8.0,2.0,0.0,0.0,0.0,,,263.0,4.0,62.0,19.0,1.0,8.0,66.0,39.0,11.0,8.0,,3.0,3.0,1.0,0.0,0.0,,1.0,0.0,0.0,,15/16,42,Riyad Mahrez,118.0,19.0,38.0,9.0,7.0,22.0,39.0,67.0,-28.0,34.0
7248,571,19243,Mikel John,Obi,35.0,Nigeria,188 cm,86 kg,False,49,Chelsea,25.0,19.0,1780.0,Midfielder,6.9043470000000005,False,6.0,4.0,16.0,7.0,0.0,0.0,0.0,1.0,,1131.0,5.0,75.0,52.0,8.0,32.0,209.0,100.0,23.0,20.0,,11.0,32.0,6.0,0.0,0.0,,,0.0,0.0,,15/16,42,Riyad Mahrez,109.0,10.0,38.0,12.0,14.0,12.0,59.0,53.0,6.0,50.0
7249,572,19252,Rudy,Gestede,34.0,Benin,193 cm,86 kg,False,66,AstonVilla,32.0,14.0,1654.0,Attacker,6.95,False,18.0,3.0,20.0,55.0,18.0,5.0,0.0,2.0,,463.0,15.0,40.0,11.0,3.0,6.0,433.0,239.0,22.0,11.0,,12.0,24.0,2.0,0.0,0.0,1.0,,0.0,0.0,,15/16,42,Riyad Mahrez,119.0,20.0,38.0,3.0,8.0,27.0,27.0,76.0,-49.0,17.0
7250,573,19399,Fernando Martín,Forestieri,32.0,Italy,172 cm,67 kg,False,38,Watford,0.0,0.0,0.0,Attacker,,False,0.0,0.0,1.0,,,0.0,0.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,0.0,0.0,,15/16,42,Riyad Mahrez,112.0,13.0,38.0,12.0,9.0,17.0,40.0,50.0,-10.0,45.0
7251,574,19481,Jack Christian,Rodwell,31.0,England,188 cm,70 kg,False,746,Sunderland,22.0,9.0,1157.0,Midfielder,6.647619000000001,False,13.0,1.0,20.0,22.0,7.0,1.0,0.0,,,368.0,14.0,56.0,25.0,7.0,14.0,118.0,63.0,7.0,6.0,,7.0,17.0,5.0,0.0,0.0,,,0.0,0.0,,15/16,42,Riyad Mahrez,116.0,17.0,38.0,9.0,12.0,17.0,48.0,62.0,-14.0,39.0
7252,575,19512,Bojan,Krkíc Pérez,32.0,Spain,170 cm,65 kg,False,75,StokeCity,27.0,22.0,1709.0,Attacker,6.840739999999999,False,5.0,17.0,13.0,34.0,15.0,7.0,0.0,1.0,,659.0,27.0,62.0,18.0,0.0,15.0,232.0,96.0,95.0,47.0,,29.0,9.0,2.0,0.0,0.0,,,2.0,0.0,,15/16,42,Riyad Mahrez,108.0,9.0,38.0,14.0,9.0,15.0,41.0,55.0,-14.0,51.0
7253,576,19622,Modou,Secka Barrow,30.0,Gambia,176 cm,63 kg,False,76,SwanseaCity,22.0,6.0,779.0,Attacker,6.63,False,16.0,4.0,22.0,11.0,4.0,1.0,0.0,2.0,,172.0,13.0,52.0,18.0,0.0,8.0,153.0,67.0,47.0,23.0,,24.0,3.0,0.0,0.0,0.0,,,0.0,0.0,,15/16,42,Riyad Mahrez,111.0,12.0,38.0,12.0,11.0,15.0,42.0,52.0,-10.0,47.0
7254,577,30455,Gastón Exequiel,Ramírez Pereyra,32.0,Uruguay,183 cm,78 kg,False,41,Southampton,3.0,0.0,28.0,Midfielder,6.85,False,3.0,0.0,6.0,0.0,0.0,0.0,0.0,1.0,,14.0,2.0,46.0,2.0,0.0,1.0,8.0,5.0,4.0,2.0,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,15/16,42,Riyad Mahrez,105.0,6.0,38.0,18.0,9.0,11.0,59.0,41.0,18.0,63.0
7255,578,30805,Valon,Behrami,37.0,Switzerland,183 cm,80 kg,False,38,Watford,21.0,14.0,1278.0,Midfielder,6.705,False,7.0,6.0,12.0,1.0,0.0,0.0,0.0,1.0,,431.0,5.0,51.0,66.0,5.0,49.0,203.0,100.0,8.0,4.0,,18.0,33.0,3.0,0.0,1.0,,1.0,0.0,0.0,,15/16,42,Riyad Mahrez,112.0,13.0,38.0,12.0,9.0,17.0,40.0,50.0,-10.0,45.0
7256,579,30854,Filippo,Costa,27.0,Italy,175 cm,70 kg,False,35,Bournemouth,0.0,0.0,0.0,Defender,,False,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,15/16,42,Riyad Mahrez,115.0,16.0,38.0,11.0,9.0,18.0,45.0,67.0,-22.0,42.0
7257,580,158,Paulo Dino,Gazzaniga,30.0,Argentina,196 cm,90 kg,False,41,Southampton,2.0,2.0,180.0,Goalkeeper,6.8,False,0.0,0.0,6.0,0.0,0.0,0.0,3.0,,7.0,31.0,0.0,56.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,15/16,42,Riyad Mahrez,105.0,6.0,38.0,18.0,9.0,11.0,59.0,41.0,18.0,63.0
